Date Receipt,Order Number,Item,Receipt Number,PR/ Stock#,Short Description,Qty,UOI,Vendor,Vendor Name,Receipt_Reference,Order Number,Or Ty,Item,Receipt Number,2nd Item Number,Original Number,Original Type,Line Description,Quantity To Receive,UM,Actual Ship Date,Unit Cost,Foreign Unit Cost,Account Number,Supplier,Supplier Name,Transaction Originator
2/4/2009,1896/O2,1,2800/OV,8070511009,ROCK.RIVER RUN ROCK.(BATU PASIR KALI BERSIH TANPA TANAH).,12.74,CUM,207276,"Jasa Teknik, UD",SJ-2/04/2009,9000280,OP,1,,8070511009,9000203,OQ,ROCK,12.74,M3,,5.44,69.31,,207276,"JASA TEKNIK, UD",131870
2/4/2009,1896/O2,2,2799/OV,8070511109,"ROCK, MEDIUM, M-10",19,CUM,207276,"Jasa Teknik, UD",SJ-2/04/2009,9000280,OP,2,,8070511109,9000203,OQ,ROCK,19.49,M3,,5.5189,107.56,,207276,"JASA TEKNIK, UD",131870
4/4/2009,1896/O2,1,2800/OV,8070511009,ROCK.RIVER RUN ROCK.(BATU PASIR KALI BERSIH TANPA TANAH).,,CUM,207276,"Jasa Teknik, UD",SJ-3/04/2009,9000280,OP,1,,8070511009,9000203,OQ,ROCK, -   ,M3,,5.44,0,,207276,"JASA TEKNIK, UD",131870
4/4/2009,1896/O2,2,2799/OV,8070511109,"ROCK, MEDIUM, M-10",20,CUM,207276,"Jasa Teknik, UD",SJ-3/04/2009,9000280,OP,2,,8070511109,9000203,OQ,ROCK,19.78,M3,,5.5189,109.16,,207276,"JASA TEKNIK, UD",131870
5/4/2009,1896/O2,1,2800/OV,8070511009,ROCK.RIVER RUN ROCK.(BATU PASIR KALI BERSIH TANPA TANAH).,19,CUM,207276,"Jasa Teknik, UD",SJ-5/04/2009,9000280,OP,1,,8070511009,9000203,OQ,ROCK,19.46,M3,,5.44,105.86,,207276,"JASA TEKNIK, UD",131870
5/4/2009,1896/O2,2,2799/OV,8070511109,"ROCK, MEDIUM, M-10",10,CUM,207276,"Jasa Teknik, UD",SJ-5/04/2009,9000280,OP,2,,8070511109,9000203,OQ,ROCK,9.83,M3,,5.5189,54.25,,207276,"JASA TEKNIK, UD",131870
6/4/2009,1896/O2,1,2800/OV,8070511009,ROCK.RIVER RUN ROCK.(BATU PASIR KALI BERSIH TANPA TANAH).,6.46,CUM,207276,"Jasa Teknik, UD",SJ-6/04/2009,9000280,OP,1,,8070511009,9000203,OQ,ROCK,6.46,M3,,5.44,35.14,,207276,"JASA TEKNIK, UD",131870
6/4/2009,1896/O2,2,2799/OV,8070511109,"ROCK, MEDIUM, M-10",19.88,CUM,207276,"Jasa Teknik, UD",SJ-6/04/2009,9000280,OP,2,,8070511109,9000203,OQ,ROCK,19.88,M3,,5.5189,109.72,,207276,"JASA TEKNIK, UD",131870
7/4/2009,1896/O2,1,2800/OV,8070511009,ROCK.RIVER RUN ROCK.(BATU PASIR KALI BERSIH TANPA TANAH).,17.38,CUM,207276,"Jasa Teknik, UD",SJ-7/04/2009,9000280,OP,1,,8070511009,9000203,OQ,ROCK,17.38,M3,,5.44,94.55,,207276,"JASA TEKNIK, UD",131870
7/4/2009,1896/O2,2,2799/OV,8070511109,"ROCK, MEDIUM, M-10",22.26,CUM,207276,"Jasa Teknik, UD",SJ-7/04/2009,9000280,OP,2,,8070511109,9000203,OQ,ROCK,22.26,M3,,5.5189,122.85,,207276,"JASA TEKNIK, UD",131870
8/4/2009,1896/O2,1,2800/OV,8070511009,ROCK.RIVER RUN ROCK.(BATU PASIR KALI BERSIH TANPA TANAH).,28.4,CUM,207276,"Jasa Teknik, UD",SJ-8/04/2009,9000280,OP,1,,8070511009,9000203,OQ,ROCK,28.4,M3,,5.44,154.5,,207276,"JASA TEKNIK, UD",131870
8/4/2009,1896/O2,2,2799/OV,8070511109,"ROCK, MEDIUM, M-10",13.35,CUM,207276,"Jasa Teknik, UD",SJ-8/04/2009,9000280,OP,2,,8070511109,9000203,OQ,ROCK,13.35,M3,,5.5189,73.68,,207276,"JASA TEKNIK, UD",131870
10/4/2009,1896/O2,1,2800/OV,8070511009,ROCK.RIVER RUN ROCK.(BATU PASIR KALI BERSIH TANPA TANAH).,"29,12",CUM,207276,"Jasa Teknik, UD",SJ-10/04/2009,9000280,OP,1,,8070511009,9000203,OQ,ROCK," 29,12 ",M3,,5.44,,,207276,"JASA TEKNIK, UD",131870
10/4/2009,1896/O2,2,2799/OV,8070511109,"ROCK, MEDIUM, M-10","8,86",CUM,207276,"Jasa Teknik, UD",SJ-10/04/2009,9000280,OP,2,,8070511109,9000203,OQ,ROCK," 8,86 ",M3,,5.5189,,,207276,"JASA TEKNIK, UD",131870
11/4/2009,1896/O2,1,2800/OV,8070511009,ROCK.RIVER RUN ROCK.(BATU PASIR KALI BERSIH TANPA TANAH).,16.6,CUM,207276,"Jasa Teknik, UD",SJ-11/04/2009,9000280,OP,1,,8070511009,9000203,OQ,ROCK,16.6,M3,,5.44,90.3,,207276,"JASA TEKNIK, UD",131870
11/4/2009,1896/O2,2,2799/OV,8070511109,"ROCK, MEDIUM, M-10",12.69,CUM,207276,"Jasa Teknik, UD",SJ-11/04/2009,9000280,OP,2,,8070511109,9000203,OQ,ROCK,12.69,M3,,5.5189,70.03,,207276,"JASA TEKNIK, UD",131870
12/4/2009,1896/O2,1,2800/OV,8070511009,ROCK.RIVER RUN ROCK.(BATU PASIR KALI BERSIH TANPA TANAH).,48.53,CUM,207276,"Jasa Teknik, UD",SJ-12/04/2009,9000280,OP,1,,8070511009,9000203,OQ,ROCK,48.53,M3,,5.44,264,,207276,"JASA TEKNIK, UD",131870
12/4/2009,1896/O2,2,2799/OV,8070511109,"ROCK, MEDIUM, M-10",8.25,CUM,207276,"Jasa Teknik, UD",SJ-12/04/2009,9000280,OP,2,,8070511109,9000203,OQ,ROCK,8.25,M3,,5.5189,45.53,,207276,"JASA TEKNIK, UD",131870
14/04/2009,1896/O2,1,2800/OV,8070511009,ROCK.RIVER RUN ROCK.(BATU PASIR KALI BERSIH TANPA TANAH).,19,CUM,207276,"Jasa Teknik, UD",SJ-14/04/2009,9000280,OP,1,,8070511009,9000203,OQ,ROCK,19.22,M3,,5.44,104.56,,207276,"JASA TEKNIK, UD",131870
16/04/2009,1896/O2,1,2800/OV,8070511009,ROCK.RIVER RUN ROCK.(BATU PASIR KALI BERSIH TANPA TANAH).,47.29,CUM,207276,"Jasa Teknik, UD",SJ-16/04/2009,9000280,OP,1,,8070511009,9000203,OQ,ROCK,47.29,M3,,5.44,257.26,,207276,"JASA TEKNIK, UD",131870
16/04/2009,1971/O2,1,2731/OV,8895172909,"COMPOUND,ANTI-SEIZE.DRATHON NO. 290.400 ML/CAN",36,EA,208224,Cemako Lestari Indonesia,4/16/2009,9000288,OP,1,,8895172909,9000211,OQ,"COMPOUND,ANTI-SEIZE",36,CN,,6.2415,224.69,,208224,"CEMAKO LESTARI INDONESIA, PT",131870
16/04/2009,1971/O2,2,2731/OV,8740902209,"CLEANER, SPRAY, DRATHON NO. 220, HIGH GRADE PENETRATING OIL",50,EA,208224,Cemako Lestari Indonesia,4/16/2009,9000288,OP,2,,8740902209,9000211,OQ,"CLEANER, SPRAY",50,CN,,5.6085,280.43,,208224,"CEMAKO LESTARI INDONESIA, PT",131870
17/04/2009,1896/O2,1,2800/OV,8070511009,ROCK.RIVER RUN ROCK.(BATU PASIR KALI BERSIH TANPA TANAH).,35.85,CUM,207276,"Jasa Teknik, UD",SJ-17/04/2009,9000280,OP,1,,8070511009,9000203,OQ,ROCK,35.85,M3,,5.44,195.02,,207276,"JASA TEKNIK, UD",131870
17/04/2009,1920/O2,1,2734/OV,8714958059,LUBRICANTS NG LUBE 40 LONG LIFE @ 200 LTR,6,DRUM,210280,LaksaKurnia Indonesia,SJ-2001225, 9000283, OP,1,, 8714958059, 09000206, OQ," OIL,LUBRICATING",6, DR,, 419.3327,,  , 210280, LAKSAKURNIA INDONESIA,131870
18/04/2009,1991/O2,1,2783/OV,8608083319,"PAINTS, JOTUN FUTURA AS, POLYURETHANE COAT, COOLR : GREY NO : 403",5,LTR,206231,"Jotun Indonesia, PT",D/T-609085,9000292,OP,1,,8608083319,9000215,OQ,"PAINTS, JOTUN",5,PL,,157.1737,785.87,,206231,JOTUN INDONESIA PAINT CHEMICAL,131870
18/04/2009,1991/O2,2,2783/OV,8608083226,"PAINTS, JOTUN DURATHANE SIGNAL RED BS381C-537",5,LTR,206231,"Jotun Indonesia, PT",D/T-609085,9000292,OP,2,,8608083226,9000215,OQ,"PAINTS, JOTUN",5,PL,,221.5113,"1,107.56",,206231,JOTUN INDONESIA PAINT CHEMICAL,131870
18/04/2009,1991/O2,3,2784/OV,8608083106,"THINNER.'JOTUN' THINNER NO. 17, 20 LTR/PAIL",10,LTR,206231,"Jotun Indonesia, PT",D/T-608659,9000292,OP,3,,8608083106,9000215,OQ,THINNER,10,PL,,57.4289,574.29,,206231,JOTUN INDONESIA PAINT CHEMICAL,131870
20/04/2009,1967/O2,2,2785/OV,8075121209,"WOOD, CAMPER SIZE : 5 X CM X 10 CM X 4 M . ROUGHT MATERIAL",74,PC,209766,"Adil, CV",SJ-20/04/2009,9000286,OP,2,,8075121209,9000209,OQ,"WOOD, CAMPER",74,PC,,11.2856,835.13,,209766,"ADIL, CV",131870
23/04/2009,1972/O2,1,2816/OV,8713920529,"LUBRICANTS, MEDITRAN SC 15W-40 @209 LTR/DRUM",5,DRM,207276,"Jasa Teknik, UD",SJ-018,9000289,OP,1,,8713920529,9000212,OQ,"OIL, MEDITRAN",5,DR,,322.5712,"1,612.86",,207276,"JASA TEKNIK, UD",131870
25/04/2009,1955/O2,1,2795/OV,7486052869,"PIPE PVC SIZE 6"" CLASS AW STANDARD BRAND MASPION",30,JTS,207276,"Jasa Teknik, UD",SJ-02,9000284,OP,1,,7486052869,9000207,OQ,PIPE PVC 6 6.4MM THK CLASS AW,30,JT,,35.6036,"1,068.11",,211094,"HARAPAN BOJONEGORO, CV",131870
25/04/2009,1967/O2,1,2794/OV,7839453039,"BAR SIZE 3/8"" DIA X 40 LG ( 10 MM X 12 MM ) CS GRADE 40",20,LG,209766,"Adil, CV",SJ-25/04/2009,9000286,OP,1,,7839453039,9000209,OQ,BAR,20,LH,,4.8087,96.17,,209766,"ADIL, CV",131870
25/04/2009,1967/O2,2,2794/OV,8075121209,"WOOD, CAMPER, 5 CM X 10 CM X 4 M, ROUGHT MATERIAL",46,PC,209766,"Adil, CV",SJ-25/04/2009,9000286,OP,2,,8075121209,9000209,OQ,"WOOD, CAMPER",46,PC,,11.2856,519.14,,209766,"ADIL, CV",131870
25/04/2009,1967/O2,3,2794/OV,8067261509,"ROOFING ZINC, SIZE 0.30 MM X 6"" X 3""",150,SHT,209766,"Adil, CV",SJ-25/04/2009,9000286,OP,3,,8067261509,9000209,OQ,"ROOFING,ZINC",150,ST,,6.477,971.55,,209766,"ADIL, CV",131870
25/04/2009,1967/O2,4,2794/OV,8172463291,"NAIL, COMMON BRIGHT STEEL, LENGTH 4""",30,KG,209766,"Adil, CV",SJ-25/04/2009,9000286,OP,4,,8172463291,9000209,OQ,"NAIL, COMMON",30,KG,,1.2267,36.8,,209766,"ADIL, CV",131870
25/04/2009,1967/O2,5,2794/OV,8014092439,"HINGES, DOOR, SIZE : 3"" BUTT, HINGES STEEL",10,EA,209766,"Adil, CV",SJ-25/04/2009,9000286,OP,5,,8014092439,9000209,OQ,"HINGES, DOOR",10,EA,,1.7174,17.17,,209766,"ADIL, CV",131870
25/04/2009,1967/O2,6,2794/OV,8043450169,"FORMICA SHEET, SIZE:1/16"" X 4' X 8' CREAM/WHITE COLOR",10,JTS,209766,"Adil, CV",SJ-25/04/2009,9000286,OP,6,,8043450169,9000209,OQ,FORMICA SHEET,10,ST,,13.2483,132.48,,209766,"ADIL, CV",131870
25/04/2009,1967/O2,7,2794/OV,8618261101,"PAINT, MARINE ENAMEL, NIPPON, ""GREY"", PLATONE-8000, 3.785 LT/CAN",2,CAN,209766,"Adil, CV",SJ-25/04/2009,9000286,OP,7,,8618261101,9000209,OQ,"PAINT, MARINE ENAMEL",2,CN,,24.5339,49.07,,209766,"ADIL, CV",131870
25/04/2009,1967/O2,8,2794/OV,8618751101,"PAINT MARINE ENAMEL NIPPON RED PLATONE - 8000, SYTHRTIC HIGH GLOSS PAINT",2,CAN,209766,"Adil, CV",SJ-25/04/2009,9000286,OP,8,,8618751101,9000209,OQ,"PAINT, MARINE ENAMEL",2,CN,,24.5339,49.07,,209766,"ADIL, CV",131870
25/04/2009,1967/O2,9,2794/OV,8182250129,"BRUSH PAINT WIDTH 3"" STYLE SQUARE NYLON BRAND ETERNA",10,EA,209766,"Adil, CV",SJ-25/04/2009,9000286,OP,9,,8182250129,9000209,OQ,"BRUSH, PAINT",10,EA,,0.687,6.87,,209766,"ADIL, CV",131870
25/04/2009,1967/O2,10,2794/OV,8880106609,"ABRASIVE, PAPER, GRIT-80",100,SHT,209766,"Adil, CV",SJ-25/04/2009,9000286,OP,10,,8880106609,9000209,OQ,ABRASIVE PAPER,100,ST,,0.2945,29.45,,209766,"ADIL, CV",131870
28/04/2009,9000014/OP,1,9000294/OV,8040710109,"CONCRETE, READY MIX CEMENT TYPE PPC OR TYPE 2 K-225",5,CUM,206881,"Varia Usaha Beton, PT",SJ-0074505,9000014,OP,1,9000294/OV,8040710109,9000018,OQ,"CONCRETE, READY MIX",5,M3,7/21/2009,73.4043,367.02,,206881,"VARIA USAHA BETON, PT",131870
28/04/2009,9000014/OP,1,9000295/OV,8040710109,"CONCRETE, READY MIX CEMENT TYPE PPC OR TYPE 2 K-225",5,CUM,206881,"Varia Usaha Beton, PT",SJ-0074506,9000014,OP,1,9000295/OV,8040710109,9000018,OQ,"CONCRETE, READY MIX",5,M3,7/21/2009,73.4043,367.02,,206881,"VARIA USAHA BETON, PT",131870
28/04/2009,9000014/OP,1,9000296/OV,8040710109,"CONCRETE, READY MIX CEMENT TYPE PPC OR TYPE 2 K-225",5,CUM,206881,"Varia Usaha Beton, PT",SJ-0074507,9000014,OP,1,9000296/OV,8040710109,9000018,OQ,"CONCRETE, READY MIX",5,M3,7/21/2009,73.4043,367.02,,206881,"VARIA USAHA BETON, PT",131870
28/04/2009,9000014/OP,1,9000299/OV,8040710109,"CONCRETE, READY MIX CEMENT TYPE PPC OR TYPE 2 K-225",5,CUM,206881,"Varia Usaha Beton, PT",SJ-0074508,9000014,OP,1,9000299/OV,8040710109,9000018,OQ,"CONCRETE, READY MIX",5,M3,7/21/2009,73.4043,367.02,,206881,"VARIA USAHA BETON, PT",131870
28/04/2009,1958/O2,1,2809/OV,8093240149,"LAVATORY, REPLACEMENT SPRAY HOSE, 1/2"" CONNECTION",10,EA,211094,"Harapan Bojonegoro, CV",SJ-03,9000285,OP,1,,8093240149,9000208,OQ,LAVATORY / FAUCET ACCESSORIES,10,EA,,9.7645,97.65,,211094,"HARAPAN BOJONEGORO, CV",131870
28/04/2009,1958/O2,2,2809/OV,8093243139,"FAUCET, SINGLE STOP MODEL T 23 B13 V7(N)",6,EA,211094,"Harapan Bojonegoro, CV",SJ-03,9000285,OP,2,,8093243139,9000208,OQ,LAVATORY / FAUCET ACCESSORIES,6,EA,,15.6134,93.68,,211094,"HARAPAN BOJONEGORO, CV",131870
28/04/2009,1958/O2,3,2809/OV,8093290189,"FAUCET, WALL FAUCET, ""DU-PON"", CAT. NO. 613-NC1/2""",6,EA,211094,"Harapan Bojonegoro, CV",SJ-03,9000285,OP,3,,8093290189,9000208,OQ,LAVATORY / FAUCET,6,EA,,12.11,72.66,,211094,"HARAPAN BOJONEGORO, CV",131870
28/04/2009,1958/O2,4,2809/OV,8093293099,LAVATORY/FAUCET ACCESSORIES HOT & COLD WATER BRAND TOTO,6,SET,211094,"Harapan Bojonegoro, CV",SJ-03,9000285,OP,4,,8093293099,9000208,OQ,LAVATORY / FAUCET ACCESSORIES,6,SE,,74.0432,444.26,,211094,"HARAPAN BOJONEGORO, CV",131870
28/04/2009,1958/O2,5,2809/OV,8019540379,"LOCK, DOOR, SHOWA OR ALPHA MODEL 930 FOR DOOR 1-3/8""-2""",6,EA,211094,"Harapan Bojonegoro, CV",SJ-03,9000285,OP,5,,8019540379,9000208,OQ,"LOCKS, DOOR",6,EA,,3.2385,19.43,,211094,"HARAPAN BOJONEGORO, CV",131870
28/04/2009,1958/O2,6,2809/OV,8896228359,"GLUE, PVC, 0.5 KGS / CAN",6,CAN,211094,"Harapan Bojonegoro, CV",SJ-03,9000285,OP,6,,8896228359,9000208,OQ,GLUE,6,CN,,2.2474,13.48,,211094,"HARAPAN BOJONEGORO, CV",131870
28/04/2009,1970/O2,1,2808/OV,9643203161,"GLOVE, HAND, MENS POLKA DOT, PATTERN OR KNITED, 12 PAIR/DOZ",500,PRS,207028,"Sumber Keselamatan, PT",11011/SKK/DO/09,9000287,OP,1,,9643203161,9000210,OQ,"GLOVE, HAND",500,PR,,0.2159,107.95,,207028,"SUMBER KESELAMATAN KERJA, PT",131870
28/04/2009,1970/O2,2,2808/OV,9643106939,"BOOT, SAFETY, SIZE : 7, CHEETAH TYPE : D-108 PU",12,PRS,207028,"Sumber Keselamatan, PT",11011/SKK/DO/09,9000287,OP,2,,9643106939,9000210,OQ,"BOOTS, SAFETY",12,PR,,23.3563,280.28,,207028,"SUMBER KESELAMATAN KERJA, PT",131870
28/04/2009,1970/O2,3,2808/OV,9643106951,"BOOT, SAFETY, SIZE : 8, CHEETAH, TYPE : D108 PU",8,PRS,207028,"Sumber Keselamatan, PT",11011/SKK/DO/09,9000287,OP,3,,9643106951,9000210,OQ,"BOOTS, SAFETY",8,PR,,23.3563,186.85,,207028,"SUMBER KESELAMATAN KERJA, PT",131870
28/04/2009,1970/O2,4,2808/OV,9643106999,"BOOT, SAFETY, SIZE : 10, CHEETAH, TYPE : D108 PU",2,PRS,207028,"Sumber Keselamatan, PT",11011/SKK/DO/09,9000287,OP,4,,9643106999,9000210,OQ,"BOOTS, SAFETY",2,PR,,23.3563,46.71,,207028,"SUMBER KESELAMATAN KERJA, PT",131870
28/04/2009,1970/O2,5,2808/OV,9631551479,"RAINCOAT, SIZE : ""L"", RAINWEAR, COLOR : BRIGHT YELLOW",12,PRS,207028,"Sumber Keselamatan, PT",11011/SKK/DO/09,9000287,OP,5,,9631551479,9000210,OQ,RAINCOAT,12,PR,,6.3789,76.55,,207028,"SUMBER KESELAMATAN KERJA, PT",131870
28/04/2009,1970/O2,6,2808/OV,9631551369,"RAINCOAT, SIZE : ""S"", COLOR : YELLOW, WITH HOOD",6,PRS,207028,"Sumber Keselamatan, PT",11011/SKK/DO/09,9000287,OP,6,,9631551369,9000210,OQ,RAINCOAT,6,PR,,6.3789,38.27,,207028,"SUMBER KESELAMATAN KERJA, PT",131870
28/04/2009,1970/O2,7,2808/OV,9649101199,"GOGGLES, SAFETY, ""TOMAHAWK"", TYPE : TK119, MFG.: CREWS, INC.",20,PCS,207028,"Sumber Keselamatan, PT",11011/SKK/DO/09,9000287,OP,7,,9649101199,9000210,OQ,"GOGGLES, SAFETY",20,EA,,3.4348,68.7,,207028,"SUMBER KESELAMATAN KERJA, PT",131870
28/04/2009,1970/O2,8,2808/OV,9649301459,"MUFF, EAR, FOR USE WITH SLOTED HARD HAT, '3M'- 1450",5,PCS,207028,"Sumber Keselamatan, PT",11011/SKK/DO/09,9000287,OP,8,,9649301459,9000210,OQ,EAR MUFFS,5,EA,,16.6831,83.42,,207028,"SUMBER KESELAMATAN KERJA, PT",131870
28/04/2009,1970/O2,9,2808/OV,9658304109,"RESPIRATOR, DUST, DISPOSAL, ""3M"" # 8710",50,PCS,207028,"Sumber Keselamatan, PT",11011/SKK/DO/09,9000287,OP,9,,9658304109,9000210,OQ,"RESPIRATOR, DUST",50,EA,,0.5889,29.45,,207028,"SUMBER KESELAMATAN KERJA, PT",131870
28/04/2009,1970/O2,10,2808/OV,9664730109,"TAPE, SAFETY, HAZARD, 3"" X 500 M/ROLL, NON ADHESIVE, YELLOW/BLACK",20,ROLL,207028,"Sumber Keselamatan, PT",11011/SKK/DO/09,9000287,OP,10,,9664730109,9000210,OQ,"TAPE, SAFETY HAZARD",20,RL,,9.5683,191.37,,207028,"SUMBER KESELAMATAN KERJA, PT",131870
30/04/2009,2017/O2,1,2816/OV,8778055509,"HERBICIDE, GRASS KILLER, ROUND UP, ""MONSANTO CORP""",32,CAN,207276,"Jasa Teknik, UD",SJ-019,9000301,OP,1,,8778055509,9000224,OQ,"HERBICIDE, FOR GRASS KILLER",32,CN,,29.7955,953.46,,207276,"JASA TEKNIK, UD",131870
4/5/2009,9000005/OP,1,9000109/OV,8922900119,"CEMENT, CLASS ""G"", OIL WELL HIGH SULFATE-RESISTANT TYPES",800,SXS,202397,"Andramuda Primantara, PT",SJ-04/05/2009,9000005,OP,1,9000109/OV,8922900119,9000010,OQ,CEMENT CLASS G,800,SA,5/4/2009,7.14,"5,712.00",,202397,"ANDRAMUDA PRIMANTARA, PT",101131
5/5/2009,1979/O2,1,2915/OV,7662793101,"FLANGE, WN, 2""-150#, R.F, SCH-40 BORE, CS, ASTM A-105",18,EA,205693,"Aquaterra Suplindo, PT",ATSDO-09/0236/04/0G/TN/P1,9000290,OP,1,,7662793101,9000213,OQ,"FLANGE, WELD NECK,CLS 150#R.F.",18,EA,,17.5242,315.44,,205693,"AQUA TERRA SUPLINDO, PT",131870
5/5/2009,1979/O2,2,2915/OV,7662793126,"FLANGE, WELD NECK,CLS 150#R.F. 3"", SCH-40, CARBON STEEL ASTM
",2,EA,205693,"Aquaterra Suplindo, PT",ATSDO-09/0236/04/0G/TN/P1,9000290,OP,2,,7662793126,9000213,OQ,"FLANGE, WELD NECK,CLS 150#R.F.",2,EA,,27.4959,54.99,,205693,"AQUA TERRA SUPLINDO, PT",131870
5/5/2009,1979/O2,3,2915/OV,7662793149,"FLANGE, WN, 4""-150#, R.F, SCH 40, ASTM A-105",1,EA,205693,"Aquaterra Suplindo, PT",ATSDO-09/0236/04/0G/TN/P1,9000290,OP,3,,7662793149,9000213,OQ,"FLANGE, WELD NECK",1,EA,,35.2844,35.28,,205693,"AQUA TERRA SUPLINDO, PT",131870
5/5/2009,1979/O2,4,2915/OV,7662793169,"FLANGE, WELD NECK 6""- 150 #, R.F,SCH-40 BORE
",8,EA,205693,"Aquaterra Suplindo, PT",ATSDO-09/0236/04/0G/TN/P1,9000290,OP,4,,7662793181,9000213,OQ,"FLANGE, WELD NECK",8,EA,,91.2791,730.23,,205693,"AQUA TERRA SUPLINDO, PT",131870
5/5/2009,1979/O2,5,2915/OV,7662793181,"FLANGE, WN, 8""-150#, R.F, SCH-40 BORE, CS, ASTM A-105",4,EA,205693,"Aquaterra Suplindo, PT",ATSDO-09/0236/04/0G/TN/P1,9000290,OP,5,,7662793201,9000213,OQ,"FLANGE, WELD NECK",4,EA,,143.0256,572.1,,205693,"AQUA TERRA SUPLINDO, PT",131870
5/5/2009,1979/O2,6,2915/OV,7662793201,"FLANGE, WELD NECK 10"" 150 PSI,SCH.40,CARBON
",1,EA,205693,"Aquaterra Suplindo, PT",ATSDO-09/0236/04/0G/TN/P1,9000290,OP,6,,7662793226,9000213,OQ,"FLANGE, WELD NECK,CLS 150#R.F.",1,EA,,227.6372,227.64,,205693,"AQUA TERRA SUPLINDO, PT",131870
