Date Receipt,Order Number,Item,Receipt Number,PR/ Stock#,Short Description,Qty,UOI,Vendor,Vendor Name,Receipt_Reference,Order Number,Or Ty,Item,Receipt Number,2nd Item Number,Original Number,Original Type,Line Description,Quantity To Receive,UM,Actual Ship Date,Unit Cost,Foreign Unit Cost,Account Number,Supplier,Supplier Name,Transaction Originator
15/05/2009,2020/O2,3,2860/OV,7662793149,"FLANGE, WN, 4""-150#, R.F, SCH 40, ASTM A-105",11,EA,208809,"Sanmas Dwika Abadi, PT",093/SDA-PPEJ/V/09,9000303,OP,3,,7662793149,9000226,OQ,"FLANGE, WELD NECK",11,EA,,34.0764,374.84,,208809,"SANMAS DWIKA ABADI, PT",131870
15/05/2009,2020/O2,4,2860/OV,7662793169,"FLANGE, WN, 6""- 150 #, R.F,SCH-40 BORE,CS  ASTM  A-105,  DIMENSION TO  ANSI  B 16.5",8,EA,208809,"Sanmas Dwika Abadi, PT",093/SDA-PPEJ/V/09,9000303,OP,4,,7662793169,9000226,OQ,"FLANGE, WELD NECK",8,EA,,54.6122,436.9,,208809,"SANMAS DWIKA ABADI, PT",131870
15/05/2009,2020/O2,5,2860/OV,7662100701,"FLANGE, BLIND, 2""-150#, R.F. CS, ASTM A-105",2,EA,208809,"Sanmas Dwika Abadi, PT",093/SDA-PPEJ/V/09,9000303,OP,5,,7662100701,9000226,OQ,"FLANGE, BLIND, CLASS 150 # R.F",2,EA,,13.5744,27.15,,208809,"SANMAS DWIKA ABADI, PT",131870
15/05/2009,2020/O2,6,2860/OV,7662100761,"FLANGE, BLIND 6"" -150# CARBON STEEL ASTM A-105 DIMENSION TO ANSI B16.5",1,EA,208809,"Sanmas Dwika Abadi, PT",093/SDA-PPEJ/V/09,9000303,OP,6,,7662100761,9000226,OQ,"FLANGE, BLIND, CLASS 150 # R.F",1,EA,,49.7088,49.71,,208809,"SANMAS DWIKA ABADI, PT",131870
15/05/2009,2020/O2,7,2860/OV,7630386459,"ELBOW, BUTT WELD, 4""- 45 DEG.  SCH 40. L.R.  CS, ASTM A 234 GR. WPB DESIGN TO ANSI B.16.9",9,EA,208809,"Sanmas Dwika Abadi, PT",093/SDA-PPEJ/V/09,9000303,OP,7,,7630386459,9000226,OQ,"ELBOW, BUTT WELD",9,EA,,15.565,140.09,,208809,"SANMAS DWIKA ABADI, PT",131870
15/05/2009,2020/O2,8,2860/OV,7630406459,"ELBOW, BUTT WELD, 4""- 90 DEG.  SCH.40,  L.R,  CARBON STEEL, ASTM A 234 GR. ",4,EA,208809,"Sanmas Dwika Abadi, PT",093/SDA-PPEJ/V/09,9000303,OP,8,,7630406459,9000226,OQ,"ELBOW, BUTT WELD",4,EA,,21.9529,87.81,,208809,"SANMAS DWIKA ABADI, PT",131870
15/05/2009,2020/O2,9,2860/OV,7630386651,"ELBOW, BUTT WELD, 6"" 45 DEG. SCH.40, L.R, CS, ASTM A234 GR.WPB DESIGN TO ANSI B16.9",2,EA,208809,"Sanmas Dwika Abadi, PT",093/SDA-PPEJ/V/09,9000303,OP,9,,7630386651,9000226,OQ,"ELBOW, BUTT WELD",2,EA,,41.2403,82.48,,208809,"SANMAS DWIKA ABADI, PT",131870
15/05/2009,2020/O2,10,2860/OV,7630406651,"ELBOW, BUTT WELD, 6"" 90 DEG. SCH.40, L.R.,  CS  ASTM A-234 WPB, ASTM A-106, GRADE B. ",4,EA,208809,"Sanmas Dwika Abadi, PT",093/SDA-PPEJ/V/09,9000303,OP,10,,7630406651,9000226,OQ,"ELBOW, BUTT WELD",4,EA,,55.4107,221.64,,208809,"SANMAS DWIKA ABADI, PT",131870
15/05/2009,2020/O2,11,2860/OV,7630722356,"REDUCER, CONCENTRIC, 3"" X 2"" SCH-40, CS, ASTM A234 GR. BUTT WELD",2,EA,208809,"Sanmas Dwika Abadi, PT",093/SDA-PPEJ/V/09,9000303,OP,11,,7630722356,9000226,OQ,"REDUCER, CONCENTRIC",2,EA,,8.9634,17.93,,208809,"SANMAS DWIKA ABADI, PT",131870
15/05/2009,2020/O2,12,2860/OV,7630732951,"REDUCER, ECCENTRIC, 6"" X 3"" SCH-40, CS, ASTM A-234",3,EA,208809,"Sanmas Dwika Abadi, PT",093/SDA-PPEJ/V/09,9000303,OP,12,,7630732951,9000226,OQ,"REDUCER, ECCENTRIC",3,EA,,42.1513,126.45,,208809,"SANMAS DWIKA ABADI, PT",131870
15/05/2009,2020/O2,13,2860/OV,7630723051,"REDUCER, CONCENTRIC, 6"" X 4"",SCH.40, CS, ASTM A-234  WPB",1,EA,208809,"Sanmas Dwika Abadi, PT",093/SDA-PPEJ/V/09,9000303,OP,13,,7630723051,9000226,OQ,"REDUCER, CONCENTRIC",1,EA,,27.5535,27.55,,208809,"SANMAS DWIKA ABADI, PT",131870
15/05/2009,2020/O2,14,2860/OV,7630732459,"REDUCER, ECCENTRIC,3"" X 2"" SCH-80, CS,  ASTM A-234, WPB,",2,EA,208809,"Sanmas Dwika Abadi, PT",093/SDA-PPEJ/V/09,9000303,OP,14,,7630732459,9000226,OQ,"REDUCER, ECCENTRIC",2,EA,,15.9473,31.89,,208809,"SANMAS DWIKA ABADI, PT",131870
15/05/2009,2020/O2,15,2860/OV,8138614061,"STUD BOLT, 7/8"" X 6"" LG, C/W TWO HEX HEAD NUTS, GRADE B7 & 2H",60,EA,208809,"Sanmas Dwika Abadi, PT",093/SDA-PPEJ/V/09,9000303,OP,15,,8138614061,9000226,OQ,STUD BOLT,60,EA,,4.1499,248.99,,208809,"SANMAS DWIKA ABADI, PT",131870
15/05/2009,2020/O2,16,2860/OV,8138412711,"STUD BOLT, 5/8"" X 3-1/2"" LG, C/W TWO HEX HEAD NUTS, GRADE B7 & 2H",12,EA,208809,"Sanmas Dwika Abadi, PT",093/SDA-PPEJ/V/09,9000303,OP,16,,8138412711,9000226,OQ,STUD BOLT,12,EA,,1.7207,20.65,,208809,"SANMAS DWIKA ABADI, PT",131870
15/05/2009,2020/O2,17,2860/OV,8138412731,"STUD BOLT, 5/8"" X 4"" LG, CADMIUM PLATED, STUD GR. B7 & NUT GR. 2H",56,EA,208809,"Sanmas Dwika Abadi, PT",093/SDA-PPEJ/V/09,9000303,OP,17,,8138412731,9000226,OQ,STUD BOLT,56,EA,,1.8107,101.4,,208809,"SANMAS DWIKA ABADI, PT",131870
15/05/2009,2020/O2,18,2860/OV,8138413291,"STUD BOLT 3'4"" X 4"" LGTH C/W TWO HEX HEAD NUT GRADE B7, NUT 2H",32,EA,208809,"Sanmas Dwika Abadi, PT",093/SDA-PPEJ/V/09,9000303,OP,18,,8138413291,9000226,OQ,STUD BOLT,32,EA,,2.1818,69.82,,208809,"SANMAS DWIKA ABADI, PT",131870
15/05/2009,2020/O2,19,2860/OV,8541411049,"GASKET, SPIRAL WOUND, 2"" 150 PSI,1/8"" THICK, NON ASBESTOS FILLER, MFR:INGI",3,EA,208809,"Sanmas Dwika Abadi, PT",093/SDA-PPEJ/V/09,9000303,OP,19,,8541411049,9000226,OQ,"GASKET, SPIRAL WOUND",3,EA,,6.6016,19.8,,208809,"SANMAS DWIKA ABADI, PT",131870
15/05/2009,2020/O2,20,2860/OV,8541411066,"GASKET, SPIRAL WOUND, 3"" 150 PSI,1/8"" THICK, ASBESTOS FILLER, MFR:INGI",2,EA,208809,"Sanmas Dwika Abadi, PT",093/SDA-PPEJ/V/09,9000303,OP,20,,8541411066,9000226,OQ,"GASKET, SPIRAL WOUND",2,EA,,8.581,17.16,,208809,"SANMAS DWIKA ABADI, PT",131870
15/05/2009,2020/O2,21,2860/OV,8541411099,"GASKET, SPIRAL WOUND, 4"" 150 PSI, 1/8"" THICK, NON ASBESTOS FILLER, MFR:ING",6,EA,208809,"Sanmas Dwika Abadi, PT",093/SDA-PPEJ/V/09,9000303,OP,21,,8541411099,9000226,OQ,"GASKET, SPIRAL WOUND",6,EA,,10.0093,60.06,,208809,"SANMAS DWIKA ABADI, PT",131870
15/05/2009,2020/O2,22,2860/OV,8541432209,"GASKET, SW, 4""-600#, 1/8"" THK, INGI, STYLE : SW-1803, OIR",6,EA,208809,"Sanmas Dwika Abadi, PT",093/SDA-PPEJ/V/09,9000303,OP,22,,8541432209,9000226,OQ,"GASKET, SPIRAL WOUND",6,EA,,13.192,79.15,,208809,"SANMAS DWIKA ABADI, PT",131870
15/05/2009,2020/O2,23,2860/OV,8541411119,"GASKET, SPIRAL WOUND.6"" 150 PSI, C.S. INNER&&OUTER RINGS,SS 1/8"", ASBESTOS FILLER, ""INGI""",4,EA,208809,"Sanmas Dwika Abadi, PT",093/SDA-PPEJ/V/09,9000303,OP,23,,8541411119,9000226,OQ,"GASKET, SPIRAL WOUND",4,EA,,16.4984,65.99,,208809,"SANMAS DWIKA ABADI, PT",131870
15/05/2009,2025/O2,1,2889/OV,8070511009,"ROCK, RIVER RUN,  (BATU PASIR KALI BERSIH TANPA TANAH)",28.22,CUM,209766,"Adil, CV",SJ-15/05/2009,9000306,OP,1,,8070511009,9000229,OQ,ROCK,28.22,M3,,5.2994,149.55,,209766,"ADIL, CV",131870
15/05/2009,2025/O2,2,2888/OV,8070511109,"ROCK, MEDIUM, M-10",52.73,CUM,209766,"Adil, CV",SJ-15/05/2009,9000306,OP,2,,8070511109,9000229,OQ,ROCK,52.73,M3,,5.2994,279.44,,209766,"ADIL, CV",131870
18/05/2009,9000008/OP,1,9000268/OV,8713920529,"LUBRICANTS, MEDITRAN SC 15W-40 @209 LTR/DRUM",10,DRM,210532,"Maiza Lubrika, PT",179/MZ/V/09,9000008,OP,1,9000268/OV,8713920529,9000009,OQ,"OIL, MEDITRAN",10,DR,5/18/2009,371.7632,"3,717.63",,210532,"MAIZA LUBRIKA, PT",131870
18/05/2009,9000008/OP,2,9000268/OV,,LUBRICANTS RORED EPA 140 @ 209 LTR,5,DRM,210532,"Maiza Lubrika, PT",179/MZ/V/09,9000008,OP,2,9000268/OV,8726130361,9000009,OQ,"OIL, RORED",5,DR,5/18/2009,418.4876,"2,092.44",,210532,"MAIZA LUBRIKA, PT",131870
18/05/2009,9000008/OP,3,9000268/OV,,LUBRICANTS RORED HDA 90 @ 209 LTR,5,DRM,210532,"Maiza Lubrika, PT",179/MZ/V/09,9000008,OP,3,9000268/OV,8726140911,9000009,OQ,"OIL, RORED",5,DR,5/18/2009,443.8812,"2,219.41",,210532,"MAIZA LUBRIKA, PT",131870
20/05/2009,2036/O2,1,2871/OV,5806144489,"BEARING, P/N.UCX 14 NTN. IBI-14448.46 SINGLE ROW, SPHERICAL OUTER, WIDE INNER (RHP 1075-70G, ASAHI/KOYO ",4,EA,208807,"Pundi Mas Sejahtera, CV",044/PMS-PTC/V/09,9000311,OP,1,,5806144489,9000234,OQ,BEARING,4,EA,,47.9883,191.95,,208807,"PUNDI MAS SEJAHTERA, CV",131870
20/05/2009,2047/O2,1,2925/OV,6036020609,"PRESSURE GAUGE 0-600 PSI, 4-1/2"" DIAL BRAND ASCHROFT",1,EA,205193,"Sedjati, UD",SS09000316,9000312,OP,1,,6036020609,9000235,OQ,"GAUGE, PRESSURE",1,EA,,171.737,171.74,,205193,"SEDJATI, UD",131870
20/05/2009,2050/O2,1,2873/OV,7362102369,"CLAMP, HOSE WORM DRIVE TYPE,MATERIAL STAINLESS STEEL, NO.40, MAX. 3"", 9/16"" WIDTH",500,EA,210863,"Paco Tekindo, PT",DO-0020509,9000386,OP,1,,7362102369,9000299,OQ,"CLAMP, HOSE",500,EA,,1.243,621.5,,210863,"PACO TEKINDO, PT",131870
22/05/2009,9000014/OP,1,9000286/OV,8040710109,"CONCRETE, READY MIX CEMENT TYPE PPC OR TYPE 2 K-225",6,CUM,206881,"Varia Usaha Beton, PT",SJ-0074905,9000014,OP,1,9000286/OV,8040710109,9000018,OQ,"CONCRETE, READY MIX",6,M3,7/21/2009,73.4043,440.43,,206881,"VARIA USAHA BETON, PT",131870
22/05/2009,2004/O2,1,2883/OV,5822080249,"SEAL, MECHANICAL, TYPE : 22-CARTEX - SXR/1- 750, MAT. SILCAR VS VITON",6,EA,211089,"Surya Perkasa, CV",DO-09/V-098,9000297,OP,1,,5822080249,9000220,OQ,"SEAL, MECHANICAL",6,SE,,520.1178,"3,120.71",,211089,"SURYA PERKASA, CV",131870
23/05/2009,9000014/OP,1,9000293/OV,8040710109,"CONCRETE, READY MIX CEMENT TYPE PPC OR TYPE 2 K-225",5,CUM,206881,"Varia Usaha Beton, PT",SJ-0074920,9000014,OP,1,9000293/OV,8040710109,9000018,OQ,"CONCRETE, READY MIX",5,M3,7/21/2009,73.4043,367.02,,206881,"VARIA USAHA BETON, PT",131870
23/05/2009,9000014/OP,1,9000292/OV,8040710109,"CONCRETE, READY MIX CEMENT TYPE PPC OR TYPE 2 K-225",5,CUM,206881,"Varia Usaha Beton, PT",SJ-0074921,9000014,OP,1,9000292/OV,8040710109,9000018,OQ,"CONCRETE, READY MIX",5,M3,7/21/2009,73.4043,367.02,,206881,"VARIA USAHA BETON, PT",131870
23/05/2009,9000014/OP,1,9000291/OV,8040710109,"CONCRETE, READY MIX CEMENT TYPE PPC OR TYPE 2 K-225",5,CUM,206881,"Varia Usaha Beton, PT",SJ-0074922,9000014,OP,1,9000291/OV,8040710109,9000018,OQ,"CONCRETE, READY MIX",5,M3,7/21/2009,73.4043,367.02,,206881,"VARIA USAHA BETON, PT",131870
23/05/2009,9000014/OP,1,9000290/OV,8040710109,"CONCRETE, READY MIX CEMENT TYPE PPC OR TYPE 2 K-225",5,CUM,206881,"Varia Usaha Beton, PT",SJ-0074923,9000014,OP,1,9000290/OV,8040710109,9000018,OQ,"CONCRETE, READY MIX",5,M3,7/21/2009,73.4043,367.02,,206881,"VARIA USAHA BETON, PT",131870
23/05/2009,9000014/OP,1,9000289/OV,8040710109,"CONCRETE, READY MIX CEMENT TYPE PPC OR TYPE 2 K-225",5,CUM,206881,"Varia Usaha Beton, PT",SJ-0074930,9000014,OP,1,9000289/OV,8040710109,9000018,OQ,"CONCRETE, READY MIX",5,M3,7/21/2009,73.4043,367.02,,206881,"VARIA USAHA BETON, PT",131870
23/05/2009,9000014/OP,1,9000288/OV,8040710109,"CONCRETE, READY MIX CEMENT TYPE PPC OR TYPE 2 K-225",5,CUM,206881,"Varia Usaha Beton, PT",SJ-0074931,9000014,OP,1,9000288/OV,8040710109,9000018,OQ,"CONCRETE, READY MIX",5,M3,7/21/2009,73.4043,367.02,,206881,"VARIA USAHA BETON, PT",131870
23/05/2009,9000014/OP,1,9000287/OV,8040710109,"CONCRETE, READY MIX CEMENT TYPE PPC OR TYPE 2 K-225",5,CUM,206881,"Varia Usaha Beton, PT",SJ-0074932,9000014,OP,1,9000287/OV,8040710109,9000018,OQ,"CONCRETE, READY MIX",5,M3,7/21/2009,73.4043,367.02,,206881,"VARIA USAHA BETON, PT",131870
23/05/2009,9000014/OP,1,9000284/OV,8040710109,"CONCRETE, READY MIX CEMENT TYPE PPC OR TYPE 2 K-225",5,CUM,206881,"Varia Usaha Beton, PT",SJ-0074933,9000014,OP,1,9000284/OV,8040710109,9000018,OQ,"CONCRETE, READY MIX",5,M3,7/21/2009,73.4043,367.02,,206881,"VARIA USAHA BETON, PT",131870
28/05/2009,9000021/OP,1,9000377/OV,7572140439,"BALL VALVE 4""-150 # FLANGE END RF FULL PORT MFR : BALON",3,EA,209026,"Atamora Tehnik Makmur, Sby",SM 024/517-024A/09,9000021,OP,1,9000377/OV,7572140439,9000024,OQ,"VALVE BALL, FLANGED END CONN.",3,EA,5/28/2009,"1,606.03","4,818.09",,209026,"ATAMORA TEHNIK MAKMUR, PT",132394
28/05/2009,2031/O2,1,2891/OV,5018107493,P/F. CATERPILLAR FILTER FUEL ASSY P/N. IR - 0749,20,EA,206200,"Trakindo Utama, PT",044/TU-BJG/SPB/V/09,9000309,OP,1,,5018107493,9000232,OQ,CATERPILLAR PARTS,20,EA,,23.6075,472.15,,206200,"TRAKINDO UTAMA, PT SURABAYA",131870
30/05/2009,9000219/OP,1,9000311/OV,8951704691,"GAS, NITRGEN",5,BTL,210307,"Sentra Multigas Utama, PT",0698/SMU/05/09,9000219,OP,1,9000311/OV,8951704691,9000015,OQ,"GAS, NITROGEN",5,CD,7/24/2009,11.3468,56.73,,210307,SENTRA MULTIGAS UTAMA,131870
30/05/2009,2049/O2,1,2893/OV,7572262319,"VALVE BALL, STAINLESS STEEL SIZE : 1/4"" NPT. 1000 PS I P/N. BVF-4N' MFR HY-PRO",20,EA,210971,"Elvin Pratama, CV",SJ/EP-00024,9000313,OP,1,,7572262319,9000236,OQ,"VALVE, BALL, STAINLESS STEEL",20,EA,,24.7302,494.6,,210971,"ELVIN PRATAMA, CV",131870
30/05/2009,2049/O2,2,2893/OV,7572262329,"VALVE BALL, STAINLESS STEEL SIZE : 1/2"" NPT. 1000 PS I P/N. BVF-8N' MFR HY-PRO",20,EA,210971,"Elvin Pratama, CV",SJ/EP-00024,9000313,OP,2,,7572262329,9000236,OQ,"VALVE, BALL, STAINLESS STEEL",20,EA,,27.9539,559.08,,210971,"ELVIN PRATAMA, CV",131870
1/6/2009,9000219/OP,1,9000312/OV,8951704691,NITROGEN 6 M3 WG MR,10,BTL,210307,"Sentra Multigas Utama, PT",0086/SMU/06/09,9000219,OP,1,9000312/OV,8951704691,9000015,OQ,"GAS, NITROGEN",10,CD,7/24/2009,11.3468,113.47,,210307,SENTRA MULTIGAS UTAMA,131870
6/6/2009,9000219/OP,1,9000313/OV,8951704691,NITROGEN 6 M3 WG MR,5,BTL,210307,"Sentra Multigas Utama, PT",0173/SMU/06/09,9000219,OP,1,9000313/OV,8951704691,9000015,OQ,"GAS, NITROGEN",5,CD,7/24/2009,11.3468,56.73,,210307,SENTRA MULTIGAS UTAMA,131870
8/6/2009,9000068/OP,1,9000221/OV,8922900119,"CEMENT, CLASS ""G"", OIL WELL HIGH SULFATE-RESISTANT TYPES","1,640",SXS,202397,"Andramuda Primantara, PT",SJ-08/06/2009,9000068,OP,1,9000221/OV,8922900119,9000031,OQ,CEMENT CLASS G,"1,640.00",SA,6/11/2009,7.14,"11,709.60",,202397,"ANDRAMUDA PRIMANTARA, PT",101131
9/6/2009,9000068/OP,1,9000221/OV,8922900119,"CEMENT, CLASS ""G"", OIL WELL HIGH SULFATE-RESISTANT TYPES",840,SXS,202397,"Andramuda Primantara, PT",SJ-09/06/2009,9000068,OP,1,9000221/OV,8922900119,9000031,OQ,CEMENT CLASS G,840,SA,6/11/2009,7.14,"5,997.60",,202397,"ANDRAMUDA PRIMANTARA, PT",101131
10/6/2009,9000004/OP,1,9000110/OV,8903302519,"CHEMICAL FOR POTABLE PLANT.CALCIUM HYPOCHLORIDE, POWDER.KAPORIT 60 S, 15 KGS/PAIL",30,PAIL,209518,Aneka Kimia Inti PT.,0060/VI/AKI/2009,9000004,OP,1,9000110/OV,8903302519,9000004,OQ,CHEMICAL FOR POTABLE PLANT,30,PL,6/10/2009,19.895,596.85,,209518,"ANEKA KIMIA INTI, PT",131870
11/6/2009,9000068/OP,1,9000221/OV,8922900119,"CEMENT, CLASS ""G"", OIL WELL HIGH SULFATE-RESISTANT TYPES","2,520",SXS,202397,"Andramuda Primantara, PT",SJ-09/06/2009,9000068,OP,1,9000221/OV,8922900119,9000031,OQ,CEMENT CLASS G,"2,520.00",SA,6/11/2009,7.14,"17,992.80",,202397,"ANDRAMUDA PRIMANTARA, PT",101131
15/06/2009,9000219/OP,1,9000314/OV,8951704691,NITROGEN 6 M3 WG MR,10,BTL,210307,"Sentra Multigas Utama, PT",0345/SMU/06/09,9000219,OP,1,9000314/OV,8951704691,9000015,OQ,"GAS, NITROGEN",10,CD,7/24/2009,11.3468,113.47,,210307,SENTRA MULTIGAS UTAMA,131870
16/06/2009,9000219/OP,1,9000315/OV,8951704691,NITROGEN 6 M3 WG MR,4,BTL,210307,"Sentra Multigas Utama, PT",1381/SMU/06/09,9000219,OP,1,9000315/OV,8951704691,9000015,OQ,"GAS, NITROGEN",4,CD,7/24/2009,11.3468,45.39,,210307,SENTRA MULTIGAS UTAMA,131870
18/06/2009,9000067/OP,1,9000125/OV,7639270611,"CONNECTOR MALE SS 3/8"" TUBE OD X 1/4"" P-N-PT SWAGELOK SS-600-1-4, 316SS",50,EA,210971,"Elvin Pratama, CV",SJ/EP-00027,9000067,OP,1,9000125/OV,7639270611,9000023,OQ,"CONNECTOR, MALE,STAINLES STEEL",50,EA,6/18/2009,9.8974,494.87,,210971,"ELVIN PRATAMA, CV",132394
18/06/2009,9000067/OP,2,9000125/OV,7639910631,"UNION CONNECTOR SS 3/8"" SWAGELOK SS-600-5",25,EA,210971,"Elvin Pratama, CV",SJ/EP-00027,9000067,OP,2,9000125/OV,7639910631,9000023,OQ,"UNION, CONNECTOR,STAIN. STEEL",25,EA,6/18/2009,18.0735,451.84,,210971,"ELVIN PRATAMA, CV",132394
18/06/2009,9000067/OP,3,9000125/OV,7436011029,"TUBING STAINLESS STEEL 3/8"" OD X 0.035"" WTX20""  GR. TP316/316 L SAKAI",20,JT,210971,"Elvin Pratama, CV",SJ/EP-00027,9000067,OP,3,9000125/OV,7436011029,9000023,OQ,"TUBING, STAINLESS STEEL",20,JT,6/18/2009,60.245,"1,204.90",,210971,"ELVIN PRATAMA, CV",132394
18/06/2009,1998/O2,1,2929/OV,8380301089,"HEAVY DUTY PIPE WRENCH 18"" BRAND RIDGID",2,EA,206966,Kawan Lama Sejahtera,SJ-0002633,9000295,OP,1,,8380301089,9000218,OQ,"WRENCHES, PIPE",2,EA,,54.8596,109.72,,206966,KAWAN LAMA SEJAHTERA S'BAYA,131870
18/06/2009,1998/O2,2,2929/OV,8380301076,"HEAVY DUTY PIPE WRENCH 36"" BRAND RIDGID",2,EA,206966,Kawan Lama Sejahtera,SJ-0002633,9000295,OP,2,,8380301076,9000218,OQ,"WRENCHES, PIPE",2,EA,,179.9412,359.88,,206966,KAWAN LAMA SEJAHTERA S'BAYA,131870
24/06/2009,9000069/OP,1,9000152/OV,5037261103,P/F. CATERPILAR P/N. 137-5541 PUMP AS,1,EA,211198,Harco Duta Niaga,8081/SPB-HDN/0609,9000069,OP,1,9000152/OV,5037261103,9000008,OQ,CATERPILLAR EQUIPMENT PARTS,1,EA,6/24/2009,194.9895,194.99,,211198,"HARCO DUTA NIAGA, CV (TBN)",131573
24/06/2009,9000069/OP,2,9000152/OV,5003855243,P/F. CATERPILAR P/N. 8C-5524 SOLENOID FOR ENGINE 3208,1,EA,211198,Harco Duta Niaga,8081/SPB-HDN/0609,9000069,OP,2,9000152/OV,5003855243,9000008,OQ,CATERPILLAR PARTS,1,EA,6/24/2009,242.056,242.06,,211198,"HARCO DUTA NIAGA, CV (TBN)",131573
24/06/2009,9000069/OP,3,9000152/OV,5014606733,"P/F. CATERPILAR P/N. 6N0673, OIL PRESSURE GAUGE  S/N. 2HG00179 ",1,EA,211198,Harco Duta Niaga,8081/SPB-HDN/0609,9000069,OP,3,9000152/OV,5014606733,9000008,OQ,CATERPILLAR PARTS,1,EA,6/24/2009,82.1795,82.18,,211198,"HARCO DUTA NIAGA, CV (TBN)",131573
24/06/2009,9000069/OP,4,9000152/OV,5023497333,P/F. CATERPILAR P/N. 4W9733 SWITCH A FOR ENGINE GENSET S/N. 2HG00179,1,EA,211198,Harco Duta Niaga,8081/SPB-HDN/0609,9000069,OP,4,9000152/OV,5023497333,9000008,OQ,CATERPILLAR PARTS,1,EA,6/24/2009,726.1679,726.17,,211198,"HARCO DUTA NIAGA, CV (TBN)",131573
28/06/2009,9000068/OP,1,9000270/OV,8922900119,"CEMENT, CLASS ""G"", OIL WELL HIGH SULFATE-RESISTANT TYPES","3,360",SXS,202397,"Andramuda Primantara, PT",SJ-09/06/2009,9000068,OP,1,9000270/OV,8922900119,9000031,OQ,CEMENT CLASS G,"3,360.00",SA,6/11/2009,7.14,"23,990.40",,202397,"ANDRAMUDA PRIMANTARA, PT",101131
30/06/2009,9000068/OP,1,9000270/OV,8922900119,"CEMENT, CLASS ""G"", OIL WELL HIGH SULFATE-RESISTANT TYPES","1,640",SXS,202397,"Andramuda Primantara, PT",SJ-30/06/09,9000068,OP,1,9000270/OV,8922900119,9000031,OQ,CEMENT CLASS G,"1,640.00",SA,6/11/2009,7.14,"11,709.60",,202397,"ANDRAMUDA PRIMANTARA, PT",101131
